Matricula,Turno,Estado,Modalidad,Estado2,Adeudo,Divisa,TotalAdeudo
10293341,Nocturno,Activo,Maestria,MATRICULADO,3330,1,3330
10233930,Nocturno,Activo,Maestria,MATRICULADO,3130,1,3130
10280854,Nocturno,Activo,Maestria,MATRICULADO,2975,1,2975
20279112,Nocturno,Activo,Master,MATRICULADO,2487,1,2487
20279014,Nocturno,Activo,Master,MATRICULADO,13547,1,13547
20278985,Nocturno,Activo,Master,MATRICULADO,7944,1,7944
20274903,Nocturno,Activo,Master,MATRICULADO,6409,1,6409
20274199,Nocturno,Activo,Master,MATRICULADO,3099,1,3099
20273843,Nocturno,Activo,Master,MATRICULADO,2975,1,2975
20272858,Nocturno,Activo,Master,MATRICULADO,15370,1,15370
20251683,Nocturno,Activo,Master,MATRICULADO,2975,1,2975
20076652,Nocturno,Activo,Master,MATRICULADO,3099,1,3099
10009821,Nocturno,Activo,Maestria,MATRICULADO,3699,1,3699
10046593,Nocturno,Activo,Maestria,MATRICULADO,3130,1,3130
10277877,Nocturno,Activo,Maestria,MATRICULADO,3899,1,3899
10270871,Nocturno,Activo,Maestria,MATRICULADO,2310,1,2310
10270506,Nocturno,Activo,Maestria,MATRICULADO,3130,1,3130
10268978,Nocturno,Activo,Maestria,MATRICULADO,2430,1,2430
10268385,Nocturno,Activo,Maestria,MATRICULADO,3575,1,3575
10267851,Nocturno,Activo,Maestria,MATRICULADO,3750,1,3750
10265971,Nocturno,Activo,Maestria,MATRICULADO,9744,1,9744
10265926,Nocturno,Activo,Maestria,MATRICULADO,3699,1,3699
10265006,Nocturno,Activo,Maestria,MATRICULADO,3699,1,3699
10260347,Nocturno,Activo,Maestria,MATRICULADO,0,1,0
10259688,Nocturno,Activo,Maestria,MATRICULADO,3575,1,3575
10258880,Nocturno,Activo,Maestria,MATRICULADO,3575,1,3575
10257565,Nocturno,Activo,Maestria,MATRICULADO,3781,1,3781
10254653,Nocturno,Activo,Maestria,MATRICULADO,7121,1,7121
10250594,Nocturno,Activo,Maestria,MATRICULADO,3550,1,3550
10250286,Nocturno,Activo,Maestria,MATRICULADO,3699,1,3699
10234237,Nocturno,Activo,Maestria,MATRICULADO,2530,1,2530
10187928,Nocturno,Activo,Maestria,MATRICULADO,208,1,208
10188470,Nocturno,Activo,Maestria,MATRICULADO,0,1,0
10189502,Nocturno,Activo,Maestria,MATRICULADO,3356,1,3356
10189991,Nocturno,Activo,Maestria,MATRICULADO,5378,1,5378
10190198,Nocturno,Activo,Maestria,MATRICULADO,1189.7,1,1189.7
10198746,Nocturno,Activo,Maestria,MATRICULADO,5512,1,5512
10204773,Nocturno,Activo,Maestria,MATRICULADO,4309,1,4309
20005140,Nocturno,Activo,Master,MATRICULADO,-3000,1,-3000
20201161,Nocturno,Activo,Master,MATRICULADO,0,1,0
20240706,Nocturno,Activo,Master,MATRICULADO,3465,1,3465
20239832,Nocturno,Activo,Master,MATRICULADO,35601,1,35601
20237975,Nocturno,Activo,Master,MATRICULADO,11193,1,11193
20236202,Nocturno,Activo,Master,MATRICULADO,3124,1,3124
20229789,Nocturno,Activo,Master,MATRICULADO,3267,1,3267
20224409,Nocturno,Activo,Master,MATRICULADO,2977,1,2977
20222968,Nocturno,Activo,Master,MATRICULADO,2977,1,2977
20219325,Nocturno,Activo,Master,MATRICULADO,-4452,1,-4452
20219046,Nocturno,Activo,Master,MATRICULADO,3327,1,3327
10007476,Nocturno,Activo,Maestria,MATRICULADO,3577,1,3577
10025173,Nocturno,Activo,Maestria,MATRICULADO,6293,1,6293
10037073,Nocturno,Activo,Maestria,MATRICULADO,-1,1,-1
10039063,Nocturno,Activo,Maestria,MATRICULADO,11599,1,11599
10058257,Nocturno,Activo,Maestria,MATRICULADO,3124,1,3124
10059834,Nocturno,Activo,Maestria,MATRICULADO,3575,1,3575
10082741,Nocturno,Activo,Maestria,MATRICULADO,0,1,0
10092025,Nocturno,Activo,Maestria,MATRICULADO,9999,1,9999
10092907,Nocturno,Activo,Maestria,MATRICULADO,0,1,0
10094554,Nocturno,Activo,Maestria,MATRICULADO,3435,1,3435
10096294,Nocturno,Activo,Maestria,MATRICULADO,4630,1,4630
10098227,Nocturno,Activo,Maestria,MATRICULADO,2977,1,2977
10195708,Nocturno,Activo,Maestria,MATRICULADO,3343,1,3343
10211531,Nocturno,Activo,Maestria,MATRICULADO,-2041,1,-2041
10212698,Nocturno,Activo,Maestria,MATRICULADO,3356,1,3356
10212883,Nocturno,Activo,Maestria,MATRICULADO,2977.5,1,2977.5
10213774,Nocturno,Activo,Maestria,MATRICULADO,21849,1,21849
10250946,Nocturno,Activo,Maestria,MATRICULADO,3037.4,1,3037.4
10214163,Nocturno,Activo,Maestria,MATRICULADO,3572,1,3572
10250226,Nocturno,Activo,Maestria,MATRICULADO,6758,1,6758
10248500,Nocturno,Activo,Maestria,MATRICULADO,0,1,0
10244460,Nocturno,Activo,Maestria,MATRICULADO,3900,1,3900
10215174,Nocturno,Activo,Maestria,MATRICULADO,3435,1,3435
10242362,Nocturno,Activo,Maestria,MATRICULADO,3900,1,3900
10241246,Nocturno,Activo,Maestria,MATRICULADO,3124,1,3124
10216074,Nocturno,Activo,Maestria,MATRICULADO,3425,1,3425
10217276,Nocturno,Activo,Maestria,MATRICULADO,3577,1,3577
10240872,Nocturno,Activo,Maestria,MATRICULADO,0,1,0
10240722,Nocturno,Activo,Maestria,MATRICULADO,3465,1,3465
10240517,Nocturno,Activo,Maestria,MATRICULADO,-5,1,-5
10240499,Nocturno,Activo,Maestria,MATRICULADO,3124,1,3124
10240047,Nocturno,Activo,Maestria,MATRICULADO,3650,1,3650
10239627,Nocturno,Activo,Maestria,MATRICULADO,2888,1,2888
10239549,Nocturno,Activo,Maestria,MATRICULADO,-345.2,1,-345.2
10238908,Nocturno,Activo,Maestria,MATRICULADO,3121,1,3121
10237989,Nocturno,Activo,Maestria,MATRICULADO,3718,1,3718
10237739,Nocturno,Activo,Maestria,MATRICULADO,3283,1,3283
10237718,Nocturno,Activo,Maestria,MATRICULADO,3465,1,3465
10237617,Nocturno,Activo,Maestria,MATRICULADO,3272,1,3272
10237447,Nocturno,Activo,Maestria,MATRICULADO,3124,1,3124
10236583,Nocturno,Activo,Maestria,MATRICULADO,3124,1,3124
10236396,Nocturno,Activo,Maestria,MATRICULADO,3124,1,3124
10236135,Nocturno,Activo,Maestria,MATRICULADO,6467,1,6467
10234817,Nocturno,Activo,Maestria,MATRICULADO,2958,1,2958
10234335,Nocturno,Activo,Maestria,MATRICULADO,-5889.8,1,-5889.8
10220055,Nocturno,Activo,Maestria,MATRICULADO,-9,1,-9
10220162,Nocturno,Activo,Maestria,MATRICULADO,3577,1,3577
10220255,Nocturno,Activo,Maestria,MATRICULADO,3735,1,3735
10220335,Nocturno,Activo,Maestria,MATRICULADO,3577,1,3577
10220473,Nocturno,Activo,Maestria,MATRICULADO,22665,1,22665
10220630,Nocturno,Activo,Maestria,MATRICULADO,3577,1,3577
10220701,Nocturno,Activo,Maestria,MATRICULADO,3577,1,3577
10220827,Nocturno,Activo,Maestria,MATRICULADO,3577,1,3577
10222821,Nocturno,Activo,Maestria,MATRICULADO,2977,1,2977
10222849,Nocturno,Activo,Maestria,MATRICULADO,8556,1,8556
10222861,Nocturno,Activo,Maestria,MATRICULADO,3577,1,3577
10222915,Nocturno,Activo,Maestria,MATRICULADO,4113,1,4113
10223075,Nocturno,Activo,Maestria,MATRICULADO,3577,1,3577
10223132,Nocturno,Activo,Maestria,MATRICULADO,20702,1,20702
10228367,Nocturno,Activo,Maestria,MATRICULADO,12365,1,12365
10229863,Nocturno,Activo,Maestria,MATRICULADO,2977,1,2977
10229889,Nocturno,Activo,Maestria,MATRICULADO,1710,1,1710
10230146,Nocturno,Activo,Maestria,MATRICULADO,3129,1,3129
10230374,Nocturno,Activo,Maestria,MATRICULADO,1712,1,1712
10230456,Nocturno,Activo,Maestria,MATRICULADO,3124,1,3124
10230582,Nocturno,Activo,Maestria,MATRICULADO,432,1,432
10231103,Nocturno,Activo,Maestria,MATRICULADO,3465,1,3465
10231619,Nocturno,Activo,Maestria,MATRICULADO,2977,1,2977
10231665,Nocturno,Activo,Maestria,MATRICULADO,1712,1,1712
10231924,Nocturno,Activo,Maestria,MATRICULADO,-3466,1,-3466
10231950,Nocturno,Activo,Maestria,MATRICULADO,1796,1,1796
10232115,Nocturno,Activo,Maestria,MATRICULADO,-966,1,-966
10233177,Nocturno,Activo,Maestria,MATRICULADO,2807,1,2807
10331727,Matutino,Activo,Maestria,MATRICULADO,-1760,1,-1760
10331704,Matutino,Activo,Maestria,MATRICULADO,-1760,1,-1760
20323349,Matutino,Activo,Master,MATRICULADO,2100,1,2100
20322753,Matutino,Activo,Master,MATRICULADO,2100,1,2100
20322655,Matutino,Activo,Master,MATRICULADO,2100,1,2100
20320992,Matutino,Activo,Master,MATRICULADO,2100,1,2100
20303506,Matutino,Activo,Master,MATRICULADO,2000,1,2000
20290311,Matutino,Activo,Master,MATRICULADO,4624,1,4624
20044193,Matutino,Activo,Master,MATRICULADO,2100,1,2100
10579447,Matutino,Activo,Maestria,MATRICULADO,2009,1,2009
10567869,Matutino,Activo,Maestria,MATRICULADO,1999.3,1,1999.3
10327580,Matutino,Activo,Maestria,MATRICULADO,2100,1,2100
10326336,Matutino,Activo,Maestria,MATRICULADO,2100,1,2100
10325667,Matutino,Activo,Maestria,MATRICULADO,2100,1,2100
10325235,Matutino,Activo,Maestria,MATRICULADO,2100,1,2100
10324887,Matutino,Activo,Maestria,MATRICULADO,2100,1,2100
10324597,Matutino,Activo,Maestria,MATRICULADO,2100,1,2100
10324536,Matutino,Activo,Maestria,MATRICULADO,2100,1,2100
10324432,Matutino,Activo,Maestria,MATRICULADO,1760,1,1760
10323426,Matutino,Activo,Maestria,MATRICULADO,2100,1,2100
10323326,Matutino,Activo,Maestria,MATRICULADO,2100,1,2100
10322833,Matutino,Activo,Maestria,MATRICULADO,2100,1,2100
10322762,Matutino,Activo,Maestria,MATRICULADO,2100,1,2100
10322480,Matutino,Activo,Maestria,MATRICULADO,2050,1,2050
10322301,Matutino,Activo,Maestria,MATRICULADO,2100,1,2100
10322210,Matutino,Activo,Maestria,MATRICULADO,2100,1,2100
10322125,Matutino,Activo,Maestria,MATRICULADO,2100,1,2100
10322063,Matutino,Activo,Maestria,MATRICULADO,500,1,500
10321713,Matutino,Activo,Maestria,MATRICULADO,2100,1,2100
10321634,Matutino,Activo,Maestria,MATRICULADO,2000,1,2000
10321256,Matutino,Activo,Maestria,MATRICULADO,2000,1,2000
10320603,Matutino,Activo,Maestria,MATRICULADO,2100,1,2100
10320456,Matutino,Activo,Maestria,MATRICULADO,2000,1,2000
10320174,Matutino,Activo,Maestria,MATRICULADO,1500,1,1500
10319395,Matutino,Activo,Maestria,MATRICULADO,2000,1,2000
10319032,Matutino,Activo,Maestria,MATRICULADO,1500,1,1500
10317471,Matutino,Activo,Maestria,MATRICULADO,2175,1,2175
10317357,Matutino,Activo,Maestria,MATRICULADO,2175,1,2175
10317331,Matutino,Activo,Maestria,MATRICULADO,2000,1,2000
10316867,Matutino,Activo,Maestria,MATRICULADO,2175,1,2175
10314846,Matutino,Activo,Maestria,MATRICULADO,1500,1,1500
10313269,Matutino,Activo,Maestria,MATRICULADO,2175,1,2175
10312300,Matutino,Activo,Maestria,MATRICULADO,2000,1,2000
10311291,Matutino,Activo,Maestria,MATRICULADO,1675,1,1675
10308710,Matutino,Activo,Maestria,MATRICULADO,2000,1,2000
10307172,Matutino,Activo,Maestria,MATRICULADO,1499,1,1499
10301827,Matutino,Activo,Maestria,MATRICULADO,2000,1,2000
10297266,Matutino,Activo,Maestria,MATRICULADO,1760,1,1760
10291663,Matutino,Activo,Maestria,MATRICULADO,5700,1,5700
10014308,Matutino,Activo,Maestria,MATRICULADO,3151,1,3151
20326647,Matutino,Activo,Master,MATRICULADO,-1650,1,-1650
10326741,Matutino,Activo,Maestria,MATRICULADO,-1760,1,-1760
10328920,Matutino,Activo,Maestria,MATRICULADO,-1760,1,-1760
20322825,Matutino,Activo,Master,MATRICULADO,2100,1,2100
20321846,Matutino,Activo,Master,MATRICULADO,2100,1,2100
20321532,Matutino,Activo,Master,MATRICULADO,2100,1,2100
20321359,Matutino,Activo,Master,MATRICULADO,1522,1,1522
20321221,Matutino,Activo,Master,MATRICULADO,2100,1,2100
20318015,Matutino,Activo,Master,MATRICULADO,2175,1,2175
20314151,Matutino,Activo,Master,MATRICULADO,1499,1,1499
20308394,Matutino,Activo,Master,MATRICULADO,1675,1,1675
20295356,Matutino,Activo,Master,MATRICULADO,1999,1,1999
10327666,Matutino,Activo,Maestria,MATRICULADO,2100,1,2100
10326138,Matutino,Activo,Maestria,MATRICULADO,2100,1,2100
10325392,Matutino,Activo,Maestria,MATRICULADO,2100,1,2100
10325217,Matutino,Activo,Maestria,MATRICULADO,2100,1,2100
10324385,Matutino,Activo,Maestria,MATRICULADO,2100,1,2100
10323303,Matutino,Activo,Maestria,MATRICULADO,2100,1,2100
10323293,Matutino,Activo,Maestria,MATRICULADO,2100,1,2100
10323177,Matutino,Activo,Maestria,MATRICULADO,2100,1,2100
10323140,Matutino,Activo,Maestria,MATRICULADO,2275,1,2275
10322944,Matutino,Activo,Maestria,MATRICULADO,1760,1,1760
10322836,Matutino,Activo,Maestria,MATRICULADO,2100,1,2100
10322494,Matutino,Activo,Maestria,MATRICULADO,2100,1,2100
10322231,Matutino,Activo,Maestria,MATRICULADO,2100,1,2100
10321866,Matutino,Activo,Maestria,MATRICULADO,2100,1,2100
10321171,Matutino,Activo,Maestria,MATRICULADO,2100,1,2100
10320861,Matutino,Activo,Maestria,MATRICULADO,2000,1,2000
10320438,Matutino,Activo,Maestria,MATRICULADO,2175,1,2175
10320301,Matutino,Activo,Maestria,MATRICULADO,1999,1,1999
10320077,Matutino,Activo,Maestria,MATRICULADO,2000,1,2000
10318924,Matutino,Activo,Maestria,MATRICULADO,1999.01,1,1999.01
10318210,Matutino,Activo,Maestria,MATRICULADO,1675,1,1675
10318114,Matutino,Activo,Maestria,MATRICULADO,2175,1,2175
10317990,Matutino,Activo,Maestria,MATRICULADO,2000,1,2000
10317907,Matutino,Activo,Maestria,MATRICULADO,2175,1,2175
10317385,Matutino,Activo,Maestria,MATRICULADO,2000,1,2000
10316616,Matutino,Activo,Maestria,MATRICULADO,1500,1,1500
10316175,Matutino,Activo,Maestria,MATRICULADO,0,1,0
10315229,Matutino,Activo,Maestria,MATRICULADO,1500,1,1500
10314551,Matutino,Activo,Maestria,MATRICULADO,1500,1,1500
10314071,Matutino,Activo,Maestria,MATRICULADO,2000,1,2000
10310433,Matutino,Activo,Maestria,MATRICULADO,2000,1,2000
10305512,Matutino,Activo,Maestria,MATRICULADO,2000,1,2000
10303843,Matutino,Activo,Maestria,MATRICULADO,2000,1,2000
10303149,Matutino,Activo,Maestria,MATRICULADO,2000,1,2000
10292240,Matutino,Activo,Maestria,MATRICULADO,2100,1,2100
10287496,Matutino,Activo,Maestria,MATRICULADO,4168,1,4168
10266233,Matutino,Activo,Maestria,MATRICULADO,2100,1,2100
10023360,Matutino,Activo,Maestria,MATRICULADO,2091.34,1,2091.34
10018965,Matutino,Activo,Maestria,MATRICULADO,2000,1,2000
10018964,Matutino,Activo,Maestria,MATRICULADO,2000,1,2000
10333098,Matutino,Activo,Maestria,MATRICULADO,-1700,1,-1700
20325989,Matutino,Activo,Master,MATRICULADO,-1650,1,-1650
10331214,Matutino,Activo,Maestria,MATRICULADO,-1700,1,-1700
20331315,Matutino,Activo,Master,MATRICULADO,-1700,1,-1700
10329990,Matutino,Activo,Maestria,MATRICULADO,-1760,1,-1760
10329468,Matutino,Activo,Maestria,MATRICULADO,-1760,1,-1760
10319936,Matutino,Activo,Maestria,MATRICULADO,-1710,1,-1710
20325519,Matutino,Activo,Master,MATRICULADO,2100,1,2100
20325412,Matutino,Activo,Master,MATRICULADO,2100,1,2100
20316614,Matutino,Activo,Master,MATRICULADO,1500,1,1500
20308998,Matutino,Activo,Master,MATRICULADO,2000,1,2000
10582611,Matutino,Activo,Maestria,MATRICULADO,2100,1,2100
10577446,Matutino,Activo,Maestria,MATRICULADO,1191.23,1,1191.23
10573904,Matutino,Activo,Maestria,MATRICULADO,1949.01,1,1949.01
10327173,Matutino,Activo,Maestria,MATRICULADO,2100,1,2100
10325715,Matutino,Activo,Maestria,MATRICULADO,2100,1,2100
10324967,Matutino,Activo,Maestria,MATRICULADO,2100,1,2100
10324295,Matutino,Activo,Maestria,MATRICULADO,2100,1,2100
10323844,Matutino,Activo,Maestria,MATRICULADO,2100,1,2100
10323746,Matutino,Activo,Maestria,MATRICULADO,2100,1,2100
10323146,Matutino,Activo,Maestria,MATRICULADO,0,1,0
10323058,Matutino,Activo,Maestria,MATRICULADO,2100,1,2100
10321125,Matutino,Activo,Maestria,MATRICULADO,1710,1,1710
10320026,Matutino,Activo,Maestria,MATRICULADO,2175,1,2175
10320012,Matutino,Activo,Maestria,MATRICULADO,1500,1,1500
10319510,Matutino,Activo,Maestria,MATRICULADO,1500,1,1500
10319435,Matutino,Activo,Maestria,MATRICULADO,2000,1,2000
10319373,Matutino,Activo,Maestria,MATRICULADO,2000,1,2000
10319335,Matutino,Activo,Maestria,MATRICULADO,2175,1,2175
10318702,Matutino,Activo,Maestria,MATRICULADO,2000,1,2000
10318674,Matutino,Activo,Maestria,MATRICULADO,1500,1,1500
10318405,Matutino,Activo,Maestria,MATRICULADO,3689,1,3689
10318403,Matutino,Activo,Maestria,MATRICULADO,2175,1,2175
10317974,Matutino,Activo,Maestria,MATRICULADO,1500,1,1500
10317633,Matutino,Activo,Maestria,MATRICULADO,1500,1,1500
10317599,Matutino,Activo,Maestria,MATRICULADO,2000,1,2000
10317564,Matutino,Activo,Maestria,MATRICULADO,1001,1,1001
10316688,Matutino,Activo,Maestria,MATRICULADO,1500,1,1500
10316188,Matutino,Activo,Maestria,MATRICULADO,1500,1,1500
10315745,Matutino,Activo,Maestria,MATRICULADO,2175,1,2175
10314394,Matutino,Activo,Maestria,MATRICULADO,3689,1,3689
10313219,Matutino,Activo,Maestria,MATRICULADO,2000,1,2000
10313134,Matutino,Activo,Maestria,MATRICULADO,3689,1,3689
10313105,Matutino,Activo,Maestria,MATRICULADO,1500,1,1500
10312685,Matutino,Activo,Maestria,MATRICULADO,2000,1,2000
10312684,Matutino,Activo,Maestria,MATRICULADO,3689,1,3689
10309298,Matutino,Activo,Maestria,MATRICULADO,1675,1,1675
10309265,Matutino,Activo,Maestria,MATRICULADO,3689,1,3689
10293343,Matutino,Activo,Maestria,MATRICULADO,0,1,0
10213079,Matutino,Activo,Maestria,MATRICULADO,2100,1,2100
10086566,Matutino,Activo,Maestria,MATRICULADO,2835,1,2835
10037611,Matutino,Activo,Maestria,MATRICULADO,2869,1,2869
280309191,Vespertino,Activo,Maestria,MATRICULADO,70408,0.026,1830.608
200296457,Vespertino,Activo,Maestria,MATRICULADO,0,0.0052,0
200308937,Vespertino,Activo,Maestria,MATRICULADO,332062,0.0052,1726.7224
200310413,Vespertino,Activo,Maestria,MATRICULADO,332062,0.0052,1726.7224
200310471,Vespertino,Activo,Maestria,MATRICULADO,332062,0.0052,1726.7224
200311278,Vespertino,Activo,Maestria,MATRICULADO,-333000,0.0052,-1731.6
200312154,Vespertino,Activo,Maestria,MATRICULADO,332062,0.0052,1726.7224
200312973,Vespertino,Activo,Maestria,MATRICULADO,332062,0.0052,1726.7224
200313565,Vespertino,Activo,Maestria,MATRICULADO,-1047050,0.0052,-5444.66
200313571,Vespertino,Activo,Maestria,MATRICULADO,332062,0.0052,1726.7224
200314278,Vespertino,Activo,Maestria,MATRICULADO,332062,0.0052,1726.7224
200314407,Vespertino,Activo,Maestria,MATRICULADO,332062,0.0052,1726.7224
200314841,Vespertino,Activo,Maestria,MATRICULADO,332062,0.0052,1726.7224
200314874,Vespertino,Activo,Maestria,MATRICULADO,332062,0.0052,1726.7224
200315344,Vespertino,Activo,Maestria,MATRICULADO,332062,0.0052,1726.7224
200315667,Vespertino,Activo,Maestria,MATRICULADO,332062,0.0052,1726.7224
200315692,Vespertino,Activo,Maestria,MATRICULADO,453796,0.0052,2359.7392
200316080,Vespertino,Activo,Maestria,MATRICULADO,-1047050,0.0052,-5444.66
200316996,Vespertino,Activo,Maestria,MATRICULADO,332062,0.0052,1726.7224
200317384,Vespertino,Activo,Maestria,MATRICULADO,0,0.0052,0
200317712,Vespertino,Activo,Maestria,MATRICULADO,332062,0.0052,1726.7224
200317905,Vespertino,Activo,Maestria,MATRICULADO,332062,0.0052,1726.7224
200317928,Vespertino,Activo,Maestria,MATRICULADO,332062,0.0052,1726.7224
200318598,Vespertino,Activo,Maestria,MATRICULADO,-3172338,0.0052,-16496.1576
200318679,Vespertino,Activo,Maestria,MATRICULADO,332062,0.0052,1726.7224
200318722,Vespertino,Activo,Maestria,MATRICULADO,332062,0.0052,1726.7224
200318887,Vespertino,Activo,Maestria,MATRICULADO,0,0.0052,0
200319251,Vespertino,Activo,Maestria,MATRICULADO,332062,0.0052,1726.7224
200319549,Vespertino,Activo,Maestria,MATRICULADO,-9709825,0.0052,-50491.09
200319639,Vespertino,Activo,Maestria,MATRICULADO,332062,0.0052,1726.7224
200319834,Vespertino,Activo,Maestria,MATRICULADO,498094,0.0052,2590.0888
200320930,Vespertino,Activo,Maestria,MATRICULADO,332062,0.0052,1726.7224
200321835,Vespertino,Activo,Maestria,MATRICULADO,555906,0.0052,2890.7112
200322187,Vespertino,Activo,Maestria,MATRICULADO,332062,0.0052,1726.7224
200322933,Vespertino,Activo,Maestria,MATRICULADO,365269,0.0052,1899.3988
200323595,Vespertino,Activo,Maestria,MATRICULADO,-65106,0.0052,-338.5512
200326722,Vespertino,Activo,Maestria,MATRICULADO,365269,0.0052,1899.3988
200327060,Vespertino,Activo,Maestria,MATRICULADO,365269,0.0052,1899.3988
200327928,Vespertino,Activo,Maestria,MATRICULADO,365269,0.0052,1899.3988
200328363,Vespertino,Activo,Maestria,MATRICULADO,-365269,0.0052,-1899.3988
200329954,Vespertino,Activo,Maestria,MATRICULADO,-365269,0.0052,-1899.3988
200328339,Vespertino,Activo,Maestria,MATRICULADO,-365269,0.0052,-1899.3988
320323199,Vespertino,Activo,Maestria,MATRICULADO,0,0.35,0
290311546,Vespertino,Activo,Maestria,MATRICULADO,170,19.88,3379.6
290312343,Vespertino,Activo,Maestria,MATRICULADO,200,19.88,3976
290325352,Vespertino,Activo,Maestria,MATRICULADO,236,19.88,4691.68
290329822,Vespertino,Activo,Maestria,MATRICULADO,-140,19.88,-2783.2
290327058,Vespertino,Activo,Maestria,MATRICULADO,-159,19.88,-3160.92
240310211,Vespertino,Activo,Maestria,MATRICULADO,441,5.07,2235.87
240311596,Vespertino,Activo,Maestria,MATRICULADO,259,5.07,1313.13
240311613,Vespertino,Activo,Maestria,MATRICULADO,259,5.07,1313.13
240312932,Vespertino,Activo,Maestria,MATRICULADO,259,5.07,1313.13
240316656,Vespertino,Activo,Maestria,MATRICULADO,517,5.07,2621.19
240317061,Vespertino,Activo,Maestria,MATRICULADO,517,5.07,2621.19
240319483,Vespertino,Activo,Maestria,MATRICULADO,517,5.07,2621.19
240323449,Vespertino,Activo,Maestria,MATRICULADO,400,5.07,2028
240325375,Vespertino,Activo,Maestria,MATRICULADO,-8470.8,5.07,-42946.956
300311556,Vespertino,Activo,Maestria,MATRICULADO,199,19.88,3956.12
20308078,Vespertino,Activo,Master,MATRICULADO,2530,1,2530
20302101,Vespertino,Activo,Master,MATRICULADO,2530,1,2530
10573168,Vespertino,Activo,Maestria,MATRICULADO,7898,1,7898
10308950,Vespertino,Activo,Maestria,MATRICULADO,9098,1,9098
10308267,Vespertino,Activo,Maestria,MATRICULADO,4100,1,4100
10307095,Vespertino,Activo,Maestria,MATRICULADO,2510,1,2510
10306118,Vespertino,Activo,Maestria,MATRICULADO,3550,1,3550
10305409,Vespertino,Activo,Maestria,MATRICULADO,4340,1,4340
10302599,Vespertino,Activo,Maestria,MATRICULADO,4239,1,4239
10301716,Vespertino,Activo,Maestria,MATRICULADO,800,1,800
10299924,Vespertino,Activo,Maestria,MATRICULADO,4100,1,4100
10299812,Vespertino,Activo,Maestria,MATRICULADO,3775,1,3775
10297572,Vespertino,Activo,Maestria,MATRICULADO,3330,1,3330
10297544,Vespertino,Activo,Maestria,MATRICULADO,3330,1,3330
10294887,Vespertino,Activo,Maestria,MATRICULADO,4100,1,4100
10294306,Vespertino,Activo,Maestria,MATRICULADO,7400,1,7400
10285066,Vespertino,Activo,Maestria,MATRICULADO,3330,1,3330
10280320,Vespertino,Activo,Maestria,MATRICULADO,9406,1,9406
10276477,Vespertino,Activo,Maestria,MATRICULADO,3330,1,3330
10255098,Vespertino,Activo,Maestria,MATRICULADO,3575,1,3575
10230152,Vespertino,Activo,Maestria,MATRICULADO,5907,1,5907
10025172,Vespertino,Activo,Maestria,MATRICULADO,3130,1,3130
20282111,Vespertino,Activo,Master,MATRICULADO,5060,1,5060
20281754,Vespertino,Activo,Master,MATRICULADO,2975,1,2975
20280217,Vespertino,Activo,Master,MATRICULADO,10676,1,10676
20238230,Vespertino,Activo,Master,MATRICULADO,5950,1,5950
10278542,Vespertino,Activo,Maestria,MATRICULADO,2530,1,2530
20268779,Vespertino,Activo,Master,MATRICULADO,17465,1,17465
20257963,Vespertino,Activo,Master,MATRICULADO,9133,1,9133
20091165,Vespertino,Activo,Master,MATRICULADO,6158,1,6158
10275430,Vespertino,Activo,Maestria,MATRICULADO,3330,1,3330
10273969,Vespertino,Activo,Maestria,MATRICULADO,7308,1,7308
10273925,Vespertino,Activo,Maestria,MATRICULADO,3970.4,1,3970.4
10273861,Vespertino,Activo,Maestria,MATRICULADO,3775,1,3775
10272668,Vespertino,Activo,Maestria,MATRICULADO,19149,1,19149
10268458,Vespertino,Activo,Maestria,MATRICULADO,-8305,1,-8305
10267188,Vespertino,Activo,Maestria,MATRICULADO,3874,1,3874
10266529,Vespertino,Activo,Maestria,MATRICULADO,3699,1,3699
10264693,Vespertino,Activo,Maestria,MATRICULADO,3426,1,3426
10263132,Vespertino,Activo,Maestria,MATRICULADO,3699,1,3699
10261877,Vespertino,Activo,Maestria,MATRICULADO,3699,1,3699
10246415,Vespertino,Activo,Maestria,MATRICULADO,3800,1,3800
10154174,Vespertino,Activo,Maestria,MATRICULADO,6034,1,6034
10096022,Vespertino,Activo,Maestria,MATRICULADO,3350,1,3350
10045357,Vespertino,Activo,Maestria,MATRICULADO,3549.68,1,3549.68
10252466,Vespertino,Activo,Maestria,MATRICULADO,2975,1,2975
10249751,Vespertino,Activo,Maestria,MATRICULADO,2975,1,2975
20225670,Vespertino,Activo,Master,MATRICULADO,2835,1,2835
20098503,Vespertino,Activo,Master,MATRICULADO,6534.25,1,6534.25
10576648,Vespertino,Activo,Maestria,MATRICULADO,3900,1,3900
10251331,Vespertino,Activo,Maestria,MATRICULADO,-9378.75,1,-9378.75
10251177,Vespertino,Activo,Maestria,MATRICULADO,3575,1,3575
10250419,Vespertino,Activo,Maestria,MATRICULADO,3575,1,3575
10250327,Vespertino,Activo,Maestria,MATRICULADO,3350,1,3350
10250203,Vespertino,Activo,Maestria,MATRICULADO,2310,1,2310
10249909,Vespertino,Activo,Maestria,MATRICULADO,3575,1,3575
10249759,Vespertino,Activo,Maestria,MATRICULADO,0,1,0
10248789,Vespertino,Activo,Maestria,MATRICULADO,600,1,600
10246787,Vespertino,Activo,Maestria,MATRICULADO,-11222.2,1,-11222.2
10244426,Vespertino,Activo,Maestria,MATRICULADO,3300,1,3300
10244332,Vespertino,Activo,Maestria,MATRICULADO,9941,1,9941
